nit,nombre,desc_ciiu_division,desc_ciuu_grupo,desc_ciiuu_clase,subsec
800200934,TETRA PAK LTDA BIC,"INSTALACION, MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO",MANTENIMIENTO Y REPARACION ESPECIALIZADO DE PRODUCTOS ELABORADOS EN METAL Y DE MAQUINARIA Y EQUIPO,MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO,SERVICIOS A EMPRESAS
830060331,KOMATSU COLOMBIA SAS,"INSTALACION, MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO",MANTENIMIENTO Y REPARACION ESPECIALIZADO DE PRODUCTOS ELABORADOS EN METAL Y DE MAQUINARIA Y EQUIPO,MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO,SERVICIOS A EMPRESAS
899999278,CORP DE LA INDUSTRIA AERONAUTICA COLOMBIANA SA,"INSTALACION, MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO",MANTENIMIENTO Y REPARACION ESPECIALIZADO DE PRODUCTOS ELABORADOS EN METAL Y DE MAQUINARIA Y EQUIPO,"MANTENIMIENTO Y REPARACION ESPECIALIZADO DE EQUIPO DE TRANSPORTE, EXCEPTO LOS VEHICULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS",EQUIPO DE TRANSPORTE
900740329,AURES BAJO SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900637368,TERMO MECHERO MORRO SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900633506,SOLAR POWER SOLUTIONS SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901541876,SOL DE LAS CIENAGAS SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901570663,ELECTRYON POWER COLOMBIA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900073583,LA CASCADA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901523603,ECOENER FOTOVOLTAICA PRADERA SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
811000740,ISAGEN SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
860063875,ENEL COLOMBIA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
800253702,TERMOEMCALI I SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
800219925,CIA ELECTRICA DE SOCHAGOTA SA ESP CES,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901524581,BCCY CORDOBA SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901220614,VERANO CAPITAL COLOMBIA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901331039,ENTORIA GENERACION SOLAR S.A.S.,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
800194208,GESTION ENERGETICA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
811030322,CELSIA SA,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901312779,EDF RENEWABLES COLOMBIA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900898638,GRUPONARE SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901539413,SUBA SOLAR SAS E.S.P,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901381411,JOUTTALEIN SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900681857,EOLOS ENERGIA SAS E S P,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900691280,NITRO ENERGY COLOMBIA SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
830129277,TERMOYOPAL GENERACION 2 SAS E S P,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
830025205,AES CHIVOR Y CIA SCA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901321295,OMEGA ENERGIA S.A.S. ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
805003351,PRIME TERMOVALLE SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900570286,ERCO ENERGIA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900744303,PEQUENA CENTRAL HIDROELECTRICA EL COCUYO SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900334431,TERMONORTE SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
890904996,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901416374,CABAN SYSTEMS COLOMBIA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900448956,CENTRAL HIDROELECTRICA EL EDEN SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901321264,ELIPSE ENERGIA SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900161460,TERMOTASAJERO SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900082143,GECELCA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901320526,KAPPA ENERGIA S.A.S. E.S.P.,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900928926,BOSQUES SOLARES DE LOS LLANOS 1 SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",GENERACION DE ENERGIA ELECTRICA,ELECTRICIDAD
899999082,GRUPO ENERGIA BOGOTA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",TRANSMISION DE ENERGIA ELECTRICA,ELECTRICIDAD
860016610,INTERCONEXION ELECTRICA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",TRANSMISION DE ENERGIA ELECTRICA,ELECTRICIDAD
816002019,EMPRESA DE ENERGIA DE PEREIRA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
891180001,ELECTRIFICADORA DEL HUILA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900589503,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
890399003,EMPRESAS MUNICIPALES DE CALI EICE ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900648934,EMPRESA DE SERVICIOS PUBLICOS SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
901380930,AIR E SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
900872002,GRENERGY COLOMBIA SAS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
804001062,RUITOQUE SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
891800219,EMPRESA DE ENERGIA DE BOYACA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
817001892,VATIA SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
830107528,GENERARCO SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","GENERACION, TRANSMISION, DISTRIBUCION Y COMERCIALIZACION DE ENERGIA ELECTRICA",COMERCIALIZACION DE ENERGIA ELECTRICA,ELECTRICIDAD
800007813,VANTI SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,GAS
800202395,EFIGAS GAS NATURAL SA ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,GAS
890101691,GASES DEL CARIBE SA EMPRESA DE SERVICIOS PUBLICOS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,GAS
900028111,TURGAS S A E S P,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,GAS
900335279,INVERSIONES GLP SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,GAS
900396759,CHILCO DISTRIBUIDORA DE GAS Y ENERGIA SAS ESP,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,PRODUCCION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS,GAS
890399032,ACUAVALLE SA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
890803239,EMPRESA DE OBRAS SANITARIAS DE CALDAS SA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
800135913,SOCIEDAD DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BAR,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
891180010,EMPRESAS PUBLICAS DE NEIVA E.S.P.,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
890000439,EMPRESAS PUBLICAS DE ARMENIA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
800252396,AGUAS DE CARTAGENA SA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
816002020,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
810000598,AGUAS DE MANIZALES SA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
890200162,ACUEDUCTO METROPOLITANO DE BUCARAMANGA SA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
901352888,PROVIDENCE AND KETTLINA UTILITIES COMPANY SAS ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
900080956,AGUAS KPITAL CUCUTA SA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
899999094,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO BOGOTA ESP,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
900256736,PATRIMONIO AUTONOMO FIA,"DISTRIBUCION DE AGUA; EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES, GESTION DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA","CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",ACUEDUCTO Y ALCANTARILLADO
830024104,URBASER COLOMBIA S.A. E.S.P,"RECOLECCION, TRATAMIENTO Y DISPOSICION DE DESECHOS, RECUPERACION DE MATERIALES",RECOLECCION DE DESECHOS,RECOLECCION DE DESECHOS NO PELIGROSOS,ASEO
807005020,ASEO URBANO SAS ESP,"RECOLECCION, TRATAMIENTO Y DISPOSICION DE DESECHOS, RECUPERACION DE MATERIALES",RECOLECCION DE DESECHOS,RECOLECCION DE DESECHOS NO PELIGROSOS,ASEO
900159283,URBASER TUNJA SA ESP,"RECOLECCION, TRATAMIENTO Y DISPOSICION DE DESECHOS, RECUPERACION DE MATERIALES",RECOLECCION DE DESECHOS,RECOLECCION DE DESECHOS NO PELIGROSOS,ASEO
804006674,EMPRESA DE ASEO DE BUCARAMANGA SA ESP,"RECOLECCION, TRATAMIENTO Y DISPOSICION DE DESECHOS, RECUPERACION DE MATERIALES",RECOLECCION DE DESECHOS,RECOLECCION DE DESECHOS NO PELIGROSOS,ASEO
900810661,ECOAMBIENTAL ACTIVA DE COLOMBIA S.A E.S.P,"RECOLECCION, TRATAMIENTO Y DISPOSICION DE DESECHOS, RECUPERACION DE MATERIALES",TRATAMIENTO Y DISPOSICION DE DESECHOS,TRATAMIENTO Y DISPOSICION DE DESECHOS NO PELIGROSOS,ASEO
800136561,URBANIZADORA SANTA FE DE BOGOTA URBANSA SA,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
900138413,BIO CONSTRUCCIONES DE COLOMBIA SAS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
900626615,MIZAR 242 S.A.S,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
800094968,JARAMILLO MORA CONSTRUCTORA SA,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
900491468,CONSTRUCCIONES CMT SAS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
800093117,ARQUITECTURA Y CONCRETO SAS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
860524118,INGEURBE SAS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
801001885,LEON AGUILERA SA,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
890302629,CONSTRUCTORA MELENDEZ SA,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS,CONSTRUCCION DE EDIFICIOS RESIDENCIALES,EDIFICACIONES
