nombre_equipo,nit,news_id,participación,categoría,recomendación
Latino-Asian Brotherhood,805031788,news11642,Sector,Otra,1.0
Latino-Asian Brotherhood,805031788,news11570,No aplica,Descartable,2.0
Latino-Asian Brotherhood,805031788,news31736,No aplica,Descartable,3.0
Latino-Asian Brotherhood,805031788,news11673,Sector,Otra,4.0
Latino-Asian Brotherhood,805031788,news11633,Sector,Otra,5.0
Latino-Asian Brotherhood,806001822,news37011,No aplica,Sostenibilidad,1.0
Latino-Asian Brotherhood,806001822,news37038,No aplica,Descartable,2.0
Latino-Asian Brotherhood,806001822,news27493,No aplica,Descartable,3.0
Latino-Asian Brotherhood,806001822,news98594,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,806001822,news94044,No aplica,Descartable,5.0
Latino-Asian Brotherhood,806008394,news48288,No aplica,Reputación,1.0
Latino-Asian Brotherhood,806008394,news40748,No aplica,Descartable,2.0
Latino-Asian Brotherhood,806008394,news97135,No aplica,Descartable,3.0
Latino-Asian Brotherhood,806008394,news40778,No aplica,Descartable,4.0
Latino-Asian Brotherhood,806008394,news35664,No aplica,Descartable,5.0
Latino-Asian Brotherhood,806008873,news36006,No aplica,Reputación,1.0
Latino-Asian Brotherhood,806008873,news96088,No aplica,Descartable,2.0
Latino-Asian Brotherhood,806008873,news32180,No aplica,Descartable,3.0
Latino-Asian Brotherhood,806008873,news52751,No aplica,Descartable,4.0
Latino-Asian Brotherhood,806008873,news48203,No aplica,Descartable,5.0
Latino-Asian Brotherhood,806009543,news96750,No aplica,Descartable,1.0
Latino-Asian Brotherhood,806009543,news15483,No aplica,Descartable,2.0
Latino-Asian Brotherhood,806009543,news22512,No aplica,Descartable,3.0
Latino-Asian Brotherhood,806009543,news98854,No aplica,Descartable,4.0
Latino-Asian Brotherhood,806009543,news98876,No aplica,Descartable,5.0
Latino-Asian Brotherhood,806014553,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,806014553,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,806014553,news33238,No aplica,Descartable,3.0
Latino-Asian Brotherhood,806014553,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,806014553,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,806016554,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,806016554,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,806016554,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,806016554,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,806016554,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,807005020,news95598,No aplica,Descartable,1.0
Latino-Asian Brotherhood,807005020,news96053,No aplica,Descartable,2.0
Latino-Asian Brotherhood,807005020,news98277,No aplica,Descartable,3.0
Latino-Asian Brotherhood,807005020,news96052,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,807005020,news96038,No aplica,Descartable,5.0
Latino-Asian Brotherhood,807006174,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,807006174,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,807006174,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,807006174,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,807006174,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,810000450,news99257,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,810000450,news16542,No aplica,Descartable,2.0
Latino-Asian Brotherhood,810000450,news16638,No aplica,Descartable,3.0
Latino-Asian Brotherhood,810000450,news16648,No aplica,Descartable,4.0
Latino-Asian Brotherhood,810000450,news16520,No aplica,Descartable,5.0
Latino-Asian Brotherhood,810000598,news98275,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,810000598,news85977,No aplica,Descartable,2.0
Latino-Asian Brotherhood,810000598,news11988,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,810000598,news11232,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,810000598,news85990,No aplica,Descartable,5.0
Latino-Asian Brotherhood,810000882,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,810000882,news54612,No aplica,Descartable,2.0
Latino-Asian Brotherhood,810000882,news96206,No aplica,Descartable,3.0
Latino-Asian Brotherhood,810000882,news98425,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,810000882,news96201,No aplica,Descartable,5.0
Latino-Asian Brotherhood,810002455,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,810002455,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,810002455,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,810002455,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,810002455,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811000056,news49330,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811000056,news43112,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811000056,news84786,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811000056,news84846,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811000056,news84852,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811000740,news95889,No aplica,Reputación,1.0
Latino-Asian Brotherhood,811000740,news38208,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811000740,news95151,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811000740,news95900,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811000740,news98226,No aplica,Reputación,5.0
Latino-Asian Brotherhood,811000761,news97587,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811000761,news89002,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,811000761,news97603,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811000761,news97609,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811000761,news97601,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811005050,news20262,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811005050,news96572,No aplica,Reputación,2.0
Latino-Asian Brotherhood,811005050,news20318,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811005050,news20288,No aplica,Reputación,4.0
Latino-Asian Brotherhood,811005050,news20260,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811005628,news96344,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811005628,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,811005628,news98516,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811005628,news75338,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,811005628,news20969,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811007144,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811007144,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,811007144,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811007144,news97279,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811007144,news97341,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811007303,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,811007303,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,811007303,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,811007303,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,811007303,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,811007601,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811007601,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,811007601,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811007601,news97279,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811007601,news97341,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811007729,news17210,Sector,Otra,1.0
Latino-Asian Brotherhood,811007729,news96943,Sector,Otra,2.0
Latino-Asian Brotherhood,811007729,news96958,Sector,Reputación,3.0
Latino-Asian Brotherhood,811007729,news12966,Sector,Reputación,4.0
Latino-Asian Brotherhood,811007729,news96925,Sector,Alianza,5.0
Latino-Asian Brotherhood,811008963,news13692,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811008963,news17305,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811008963,news99340,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811008963,news95815,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811008963,news14742,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811010485,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,811010485,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,811010485,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,811010485,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,811010485,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,811010754,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,811010754,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,811010754,news22534,Sector,Reputación,3.0
Latino-Asian Brotherhood,811010754,news86649,Sector,Otra,4.0
Latino-Asian Brotherhood,811010754,news17461,Sector,Otra,5.0
Latino-Asian Brotherhood,811010832,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811010832,news35157,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811010832,news35147,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811010832,news35156,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811010832,news12542,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811012271,news32348,Sector,Reputación,1.0
Latino-Asian Brotherhood,811012271,news87925,Sector,Otra,2.0
Latino-Asian Brotherhood,811012271,news96925,Sector,Alianza,3.0
Latino-Asian Brotherhood,811012271,news86649,Sector,Otra,4.0
Latino-Asian Brotherhood,811012271,news17461,Sector,Otra,5.0
Latino-Asian Brotherhood,811016206,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,811016206,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,811016206,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,811016206,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,811016206,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,811017000,news94813,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,811017000,news97744,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811017000,news81967,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811017000,news94812,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811017000,news13508,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811018676,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,811018676,news22621,No aplica,Reputación,2.0
Latino-Asian Brotherhood,811018676,news78429,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811018676,news38567,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811018676,news49545,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811019012,news46295,Sector,Macroeconomía,1.0
Latino-Asian Brotherhood,811019012,news87925,Sector,Otra,2.0
Latino-Asian Brotherhood,811019012,news96925,Sector,Alianza,3.0
Latino-Asian Brotherhood,811019012,news22534,Sector,Reputación,4.0
Latino-Asian Brotherhood,811019012,news86649,Sector,Otra,5.0
Latino-Asian Brotherhood,811019190,news26364,Sector,Reputación,1.0
Latino-Asian Brotherhood,811019190,news96907,No aplica,Reputación,2.0
Latino-Asian Brotherhood,811019190,news98977,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811019190,news44723,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811019190,news97035,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,811019880,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,811019880,news97475,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811019880,news97492,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811019880,news97479,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,811019880,news24286,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811020107,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,811020107,news99818,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,811020107,news14254,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811020107,news99860,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,811020107,news99801,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811020344,news96650,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811020344,news96656,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,811020344,news96692,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811020344,news96690,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811020344,news96676,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811020804,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811020804,news38823,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811020804,news96093,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811020804,news98342,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811020804,news30904,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811021363,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,811021363,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811021363,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,811021363,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811021363,news96344,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811022981,news46681,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,811022981,news35362,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,811022981,news46711,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811022981,news46759,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,811022981,news35329,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,811027317,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,811027317,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811027317,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,811027317,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811027317,news27814,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811027319,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,811027319,news99818,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,811027319,news97432,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811027319,news14254,No aplica,Reputación,4.0
Latino-Asian Brotherhood,811027319,news97418,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811028650,news96443,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811028650,news33238,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811028650,news96474,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811028650,news98466,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,811028650,news98516,No aplica,Reputación,5.0
Latino-Asian Brotherhood,811030322,news50107,No aplica,Sostenibilidad,1.0
Latino-Asian Brotherhood,811030322,news95889,No aplica,Reputación,2.0
Latino-Asian Brotherhood,811030322,news10343,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,811030322,news29545,No aplica,Sostenibilidad,4.0
Latino-Asian Brotherhood,811030322,news15439,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811030498,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,811030498,news99818,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,811030498,news97432,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811030498,news14254,No aplica,Reputación,4.0
Latino-Asian Brotherhood,811030498,news97418,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811032292,news15780,No aplica,Reputación,1.0
Latino-Asian Brotherhood,811032292,news15833,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811032292,news11218,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811032292,news15817,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811032292,news15818,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811033557,news99257,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,811033557,news15749,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,811033557,news15711,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,811033557,news15753,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,811033557,news90418,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811036875,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,811036875,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,811036875,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,811036875,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,811036875,news24570,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811037405,news48898,No aplica,Reputación,1.0
Latino-Asian Brotherhood,811037405,news59432,No aplica,Innovación,2.0
Latino-Asian Brotherhood,811037405,news59440,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811037405,news59491,No aplica,Reputación,4.0
Latino-Asian Brotherhood,811037405,news59401,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811037864,news96344,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811037864,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,811037864,news98516,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811037864,news75338,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,811037864,news47704,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,811041369,news96252,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811041369,news96259,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811041369,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,811041369,news96260,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811041369,news96290,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,811044814,news94813,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,811044814,news97744,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811044814,news94812,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811044814,news13508,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811044814,news13487,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811045607,news38505,No aplica,Reputación,1.0
Latino-Asian Brotherhood,811045607,news41709,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,811045607,news54682,No aplica,Reputación,3.0
Latino-Asian Brotherhood,811045607,news54694,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811045607,news54673,No aplica,Descartable,5.0
Latino-Asian Brotherhood,811046293,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,811046293,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,811046293,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,811046293,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,811046293,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,813005265,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,813005265,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,813005265,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,813005265,news97279,No aplica,Descartable,4.0
Latino-Asian Brotherhood,813005265,news97341,No aplica,Descartable,5.0
Latino-Asian Brotherhood,813011577,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,813011577,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,813011577,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,813011577,news97279,No aplica,Descartable,4.0
Latino-Asian Brotherhood,813011577,news97341,No aplica,Descartable,5.0
Latino-Asian Brotherhood,815000997,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,815000997,news96206,No aplica,Descartable,2.0
Latino-Asian Brotherhood,815000997,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,815000997,news96201,No aplica,Descartable,4.0
Latino-Asian Brotherhood,815000997,news96221,No aplica,Descartable,5.0
Latino-Asian Brotherhood,815002042,news94778,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,815002042,news44140,No aplica,Descartable,2.0
Latino-Asian Brotherhood,815002042,news94746,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,815002042,news13594,No aplica,Reputación,4.0
Latino-Asian Brotherhood,815002042,news44177,No aplica,Descartable,5.0
Latino-Asian Brotherhood,816001182,news36967,No aplica,Reputación,1.0
Latino-Asian Brotherhood,816001182,news98453,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,816001182,news18342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,816001182,news49545,No aplica,Descartable,4.0
Latino-Asian Brotherhood,816001182,news98435,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,816001249,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,816001249,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,816001249,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,816001249,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,816001249,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,816002019,news95889,No aplica,Reputación,1.0
Latino-Asian Brotherhood,816002019,news17296,No aplica,Descartable,2.0
Latino-Asian Brotherhood,816002019,news95151,No aplica,Descartable,3.0
Latino-Asian Brotherhood,816002019,news95900,No aplica,Descartable,4.0
Latino-Asian Brotherhood,816002019,news98226,No aplica,Reputación,5.0
Latino-Asian Brotherhood,816002020,news98275,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,816002020,news76031,No aplica,Descartable,2.0
Latino-Asian Brotherhood,816002020,news98248,No aplica,Reputación,3.0
Latino-Asian Brotherhood,816002020,news11441,No aplica,Reputación,4.0
Latino-Asian Brotherhood,816002020,news11564,No aplica,Descartable,5.0
Latino-Asian Brotherhood,816003186,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,816003186,news96206,No aplica,Descartable,2.0
Latino-Asian Brotherhood,816003186,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,816003186,news96201,No aplica,Descartable,4.0
Latino-Asian Brotherhood,816003186,news96221,No aplica,Descartable,5.0
Latino-Asian Brotherhood,817000747,news31661,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,817000747,news63444,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,817000747,news37890,No aplica,Reputación,3.0
Latino-Asian Brotherhood,817000747,news47220,No aplica,Descartable,4.0
Latino-Asian Brotherhood,817000747,news63417,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,817000790,news98005,No aplica,Descartable,1.0
Latino-Asian Brotherhood,817000790,news98004,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,817000790,news98000,No aplica,Reputación,3.0
Latino-Asian Brotherhood,817000790,news98007,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,817001892,news95889,No aplica,Reputación,1.0
Latino-Asian Brotherhood,817001892,news95151,No aplica,Descartable,2.0
Latino-Asian Brotherhood,817001892,news95900,No aplica,Descartable,3.0
Latino-Asian Brotherhood,817001892,news31795,No aplica,Sostenibilidad,4.0
Latino-Asian Brotherhood,817001892,news98226,No aplica,Reputación,5.0
Latino-Asian Brotherhood,817006230,news33953,No aplica,Reputación,1.0
Latino-Asian Brotherhood,817006230,news94988,No aplica,Descartable,2.0
Latino-Asian Brotherhood,817006230,news91223,No aplica,Descartable,3.0
Latino-Asian Brotherhood,817006230,news91297,No aplica,Descartable,4.0
Latino-Asian Brotherhood,817006230,news96399,No aplica,Descartable,5.0
Latino-Asian Brotherhood,819000608,news42245,No aplica,Reputación,1.0
Latino-Asian Brotherhood,819000608,news99725,No aplica,Descartable,2.0
Latino-Asian Brotherhood,819000608,news24659,No aplica,Descartable,3.0
Latino-Asian Brotherhood,819000608,news42251,No aplica,Reputación,4.0
Latino-Asian Brotherhood,819000608,news25875,No aplica,Descartable,5.0
Latino-Asian Brotherhood,819001667,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,819001667,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,819001667,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,819001667,news96505,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,819001667,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,819002380,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,819002380,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,819002380,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,819002380,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,819002380,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,820000142,news39387,No aplica,Descartable,1.0
Latino-Asian Brotherhood,820000142,news96088,No aplica,Descartable,2.0
Latino-Asian Brotherhood,820000142,news32180,No aplica,Descartable,3.0
Latino-Asian Brotherhood,820000142,news64736,No aplica,Descartable,4.0
Latino-Asian Brotherhood,820000142,news52751,No aplica,Descartable,5.0
Latino-Asian Brotherhood,828002423,news36967,No aplica,Reputación,1.0
Latino-Asian Brotherhood,828002423,news98453,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,828002423,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,828002423,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,828002423,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830000602,news52318,No aplica,Sostenibilidad,1.0
Latino-Asian Brotherhood,830000602,news18449,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830000602,news52453,No aplica,Descartable,3.0
Latino-Asian Brotherhood,830000602,news52466,No aplica,Descartable,4.0
Latino-Asian Brotherhood,830000602,news52415,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830001338,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,830001338,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830001338,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,830001338,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,830001338,news96344,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830001637,news37413,Sector,Otra,1.0
Latino-Asian Brotherhood,830001637,news45363,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830001637,news27553,No aplica,Descartable,3.0
Latino-Asian Brotherhood,830001637,news20590,No aplica,Descartable,4.0
Latino-Asian Brotherhood,830001637,news98934,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830002366,news14467,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,830002366,news30062,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830002366,news83753,No aplica,Descartable,3.0
Latino-Asian Brotherhood,830002366,news83751,No aplica,Alianza,4.0
Latino-Asian Brotherhood,830002366,news14447,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830003564,news97135,No aplica,Descartable,1.0
Latino-Asian Brotherhood,830003564,news35664,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830003564,news97138,No aplica,Descartable,3.0
Latino-Asian Brotherhood,830003564,news20651,No aplica,Descartable,4.0
Latino-Asian Brotherhood,830003564,news99352,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830004993,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,830004993,news96206,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830004993,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,830004993,news96201,No aplica,Descartable,4.0
Latino-Asian Brotherhood,830004993,news96221,No aplica,Descartable,5.0
Latino-Asian Brotherhood,830006021,news98362,No aplica,Descartable,1.0
Latino-Asian Brotherhood,830006021,news98380,No aplica,Descartable,2.0
Latino-Asian Brotherhood,830006021,news96165,No aplica,Descartable,3.0
Latino-Asian Brotherhood,830006021,news96142,No aplica,Descartable,4.0
Latino-Asian Brotherhood,830006021,news34084,No aplica,Descartable,5.0
